Terrain,0.0,432.0
Terrain,912.0,432.0
Terrain,912.0,432.0
Terrain,0.0,432.0
Terrain,0.0,288.0
Terrain,912.0,288.0
Terrain,912.0,288.0
Terrain,0.0,288.0
Terrain,0.0,144.0
Terrain,912.0,144.0
Terrain,912.0,144.0
Terrain,0.0,144.0
Terrain,0.0,0.0
Terrain,912.0,0.0
Terrain,912.0,0.0
Terrain,0.0,0.0
Terrain,48.0,432.0
Terrain,864.0,432.0
Terrain,864.0,432.0
Terrain,48.0,432.0
Terrain,48.0,288.0
Terrain,864.0,288.0
Terrain,864.0,288.0
Terrain,48.0,288.0
Terrain,48.0,144.0
Terrain,864.0,144.0
Terrain,864.0,144.0
Terrain,48.0,144.0
Terrain,48.0,0.0
Terrain,864.0,0.0
Terrain,864.0,0.0
Terrain,48.0,0.0
Terrain,96.0,432.0
Terrain,816.0,432.0
Terrain,816.0,432.0
Terrain,96.0,432.0
Terrain,96.0,288.0
Terrain,816.0,288.0
Terrain,816.0,288.0
Terrain,96.0,288.0
Terrain,96.0,144.0
Terrain,816.0,144.0
Terrain,816.0,144.0
Terrain,96.0,144.0
Terrain,96.0,0.0
Terrain,816.0,0.0
Terrain,816.0,0.0
Terrain,96.0,0.0
Terrain,144.0,432.0
Terrain,768.0,432.0
Terrain,768.0,432.0
Terrain,144.0,432.0
Terrain,144.0,384.0
Terrain,768.0,384.0
Terrain,768.0,384.0
Terrain,144.0,384.0
Terrain,144.0,288.0
Terrain,768.0,288.0
Terrain,768.0,288.0
Terrain,144.0,288.0
Terrain,144.0,144.0
Terrain,768.0,144.0
Terrain,768.0,144.0
Terrain,144.0,144.0
Terrain,144.0,0.0
Terrain,768.0,0.0
Terrain,768.0,0.0
Terrain,144.0,0.0
Terrain,192.0,432.0
Terrain,720.0,432.0
Terrain,720.0,432.0
Terrain,192.0,432.0
Terrain,192.0,288.0
Terrain,720.0,288.0
Terrain,720.0,288.0
Terrain,192.0,288.0
Terrain,192.0,240.0
Terrain,720.0,240.0
Terrain,720.0,240.0
Terrain,192.0,240.0
Terrain,192.0,144.0
Terrain,720.0,144.0
Terrain,720.0,144.0
Terrain,192.0,144.0
Terrain,192.0,0.0
Terrain,720.0,0.0
Terrain,720.0,0.0
Terrain,192.0,0.0
Terrain,240.0,432.0
Terrain,672.0,432.0
Terrain,672.0,432.0
Terrain,240.0,432.0
Terrain,240.0,288.0
Terrain,672.0,288.0
Terrain,672.0,288.0
Terrain,240.0,288.0
Terrain,240.0,0.0
Terrain,672.0,0.0
Terrain,672.0,0.0
Terrain,240.0,0.0
Terrain,288.0,432.0
Terrain,624.0,432.0
Terrain,624.0,432.0
Terrain,288.0,432.0
Terrain,288.0,288.0
Terrain,624.0,288.0
Terrain,624.0,288.0
Terrain,288.0,288.0
Terrain,288.0,240.0
Terrain,624.0,240.0
Terrain,624.0,240.0
Terrain,288.0,240.0
Terrain,288.0,192.0
Terrain,624.0,192.0
Terrain,624.0,192.0
Terrain,288.0,192.0
Terrain,288.0,0.0
Terrain,624.0,0.0
Terrain,624.0,0.0
Terrain,288.0,0.0
Terrain,336.0,432.0
Terrain,576.0,432.0
Terrain,576.0,432.0
Terrain,336.0,432.0
Terrain,336.0,288.0
Terrain,576.0,288.0
Terrain,576.0,288.0
Terrain,336.0,288.0
Terrain,336.0,240.0
Terrain,576.0,240.0
Terrain,576.0,240.0
Terrain,336.0,240.0
Terrain,336.0,0.0
Terrain,576.0,0.0
Terrain,576.0,0.0
Terrain,336.0,0.0
Terrain,384.0,432.0
Terrain,528.0,432.0
Terrain,528.0,432.0
Terrain,384.0,432.0
Terrain,384.0,0.0
Terrain,528.0,0.0
Terrain,528.0,0.0
Terrain,384.0,0.0
Terrain,432.0,432.0
Terrain,480.0,432.0
Terrain,480.0,432.0
Terrain,432.0,432.0
Terrain,432.0,384.0
Terrain,480.0,384.0
Terrain,480.0,384.0
Terrain,432.0,384.0
Terrain,432.0,240.0
Terrain,480.0,240.0
Terrain,480.0,240.0
Terrain,432.0,240.0
Terrain,432.0,144.0
Terrain,480.0,144.0
Terrain,480.0,144.0
Terrain,432.0,144.0
Terrain,432.0,0.0
Terrain,480.0,0.0
